423420	proverb
401883	Soviet Union
401885	Soviet Union
400661	Lithuania
477441	offensive
477805	by Alexander Pushkin
523861	art
400674	Slavs
401888	compound-complex
399215	Lviv
270367	proverb
400659	proverb
400681	Lviv
400681	metaphor
477988	said to female
477988	Betty
477982	Betty
381304	proverb
400661	proverb
579072	has audio
402309	proverb (in context)
400663	proverb
402314	proverb
394460	Germany
402448	Soviet Union
400697	anime
400693	anime
400694	anime
400690	anime
401886	Soviet Union
400696	anime
398731	Eurovision
548641	idiom
299909	less than 8 words
383712	proverb
398730	Eurovision
421489	from Three Kingdoms
398101	scenery
398106	scenery
402074	quote
477980	Betty
477978	Betty
477977	Betty
399200	Lviv
399214	Lviv
1293054	6 words
5636	aphorism
402074	by Leo Tolstoy
402160	scenery
402161	scenery
398989	literature
398986	literature
398988	literature
398987	literature
398985	aphorism
398985	computer
1787	aphorism
1787	computer
593	aphorism
593	computer
398864	Tatoeba
398850	Tatoeba
398746	programming
398746	computer
398748	programming
398748	computer
398697	Caesar
398694	Caesar
398694	proverb
398714	Putin
398684	Caesar
398684	proverb
398699	Caesar
397378	computer
369491	proverb
398683	Caesar
398683	proverb
484927	proverb
398697	proverb
398699	proverb
398711	Russia
398713	Putin
398713	Russia
398712	Putin
398712	Russia
404147	proverb
379212	proverb
379212	by Julius Caesar
379204	by Aristotle
399198	Lviv
399199	Lviv
399202	Lviv
480043	simple past
399210	Lviv
400680	Lviv
400680	metaphor
400679	Lviv
400679	metaphor
381316	proverb
379213	by Julius Caesar
404155	money
30091	greeting
408926	proverb
73628	greeting
240779	greeting
1278011	archaic
62819	greeting
1238042	OK
225482	greeting
1238047	natural
22127	greeting
1270380	computer
25691	greeting
25700	greeting
30309	greeting
30315	greeting
30967	telephone
30968	telephone
30969	telephone
30972	telephone
30973	telephone
30974	telephone
30975	telephone
30976	telephone
30979	telephone
30980	telephone
35704	greeting
35717	greeting
38901	greeting
53376	greeting
1262312	voseo
138868	greeting
242649	introduction
271092	impolite
326909	impolite
328101	XXX
328604	impolite
384013	impolite
252835	compliment
20097	compliment
69843	compliment
2446	compliment
69112	compliment
70128	compliment
69609	compliment
69610	compliment
69610	archaic
69609	archaic
2446	archaic
404419	to be reviewed
404440	to be reviewed
404555	to be reviewed
402569	flowers
402569	beverages
402570	flowers
402570	beverages
171762	weather
404598	not for safe search
404595	not for safe search
409165	not for safe search
721751	OK
404595	PG-13
404661	proverb
404548	proverb
401620	proverb
264541	proverb
401566	proverb
74695	male
328055	blurb
328055	non-sentence
75663	blurb
75663	non-sentence
347564	non-sentence
347564	book title
347561	non-sentence
347561	book title
347562	non-sentence
347562	book title
347563	non-sentence
347563	book title
347565	non-sentence
347565	book title
347566	non-sentence
347566	book title
347567	non-sentence
347567	book title
371572	non-sentence
371572	book title
352615	non-sentence
644918	OK
352612	non-sentence
352612	TV-series title
352613	non-sentence
352613	TV-series title
24698	OK
1264208	literal translation
352632	non-sentence
352632	TV-series title
404810	proverb
404943	has audio
405410	female
398789	TV-series title
404694	non-sentence
404694	TV-series title
171750	weather
404802	proverb
1185	proverb
404824	proverb
20086	proverb
73586	non-sentence
400499	proverb
171728	weather
26656	proverb
9884	proverb
404877	proverb
385284	proverb
385285	proverb
383711	proverb
383707	proverb
422318	ellipsis
383710	proverb
366444	proverb
397695	by Winston Churchill
397690	by Winston Churchill
392478	by Paul Valery
400052	by Mark Twain
171694	weather
171633	comparison
171633	weather
171630	comparison
240718	proverb
405009	proverb
405010	proverb
383268	verb_of_motion
405024	proverb
1322	OK
312439	OK
288268	OK
405057	OK
197341	OK
187483	proverb
24619	proverb
316796	PG
28860	PG
29490	at the table
252011	OK
252015	OK
1864	OK
9601	OK
171630	weather
15877	OK
15882	OK
15912	OK
16061	OK
16127	OK
16159	OK
16196	OK
16268	OK
1281724	complex sentence
16289	OK
16299	OK
16314	OK
16354	OK
16428	OK
16450	OK
16474	OK
16475	OK
171593	weather
16492	OK
16546	OK
16547	OK
16625	OK
16715	OK
16765	OK
16874	OK
16887	OK
16948	OK
16950	OK
16996	OK
17065	OK
17076	OK
17103	OK
17110	OK
17116	OK
17125	OK
17212	OK
17224	OK
17308	OK
17317	OK
17347	OK
17357	OK
17395	OK
17400	OK
17534	OK
17623	OK
17660	OK
18017	OK
18086	OK
25380	OK
171592	weather
25498	OK
25504	OK
25528	OK
25537	OK
25539	OK
25544	OK
25729	OK
25729	at the table
25866	translated-proverb
27547	OK
28370	OK
28979	OK
29110	OK
29526	gas station
29526	OK
29527	gas station
29527	OK
31472	OK
32264	restaurant
32975	greeting
33483	OK
33536	OK
33542	OK
33563	OK
35197	OK
35197	at the table
35446	greeting
36873	OK
37840	OK
38031	OK
38407	OK
38407	shopping
171591	weather
38817	OK
38817	request
38829	request
38875	request
39031	request
40038	request
41825	request
42484	OK
42590	OK
43241	OK
43212	OK
51276	OK
53897	request
54163	restaurant
54765	greeting
54998	request
55749	OK
55937	OK
55814	OK
56970	OK
58537	request
58562	request
60814	request
61151	shopping
61518	request
61741	request
62294	request
63215	OK
629354	Universal Declaration of Human Rights
63266	OK
64039	OK
463455	unnatural
64184	restaurant
64314	OK
64505	OK
64929	introduction
15989	advice
965277	@change punctuation
65670	at the table
65830	at the table
171554	weather
66451	request
67370	at the table
69203	OK
188394	male
69890	OK
69897	OK
70387	request
70603	request
71962	OK
72705	shopping
73806	restaurant
236799	OK
237639	OK
237692	OK
1281747	complex sentence
237698	OK
237734	OK
237713	OK
460470	idiom
240572	OK
240980	restaurant
240980	at the table
240980	request
241025	OK
241675	OK
241675	at the table
242375	sports
242603	request
244539	OK
250027	OK
250027	request
250027	at the table
250027	restaurant
256784	OK
257093	OK
257110	OK
257112	OK
257340	OK
260035	OK
261486	OK
261490	OK
262323	OK
262330	greeting
263831	restaurant
266531	at the table
266757	OK
267038	greeting
267902	telephone
269444	request
269542	OK
270854	request
270854	restaurant
270854	OK
270891	bar
270891	restaurant
270891	request
270891	OK
272483	request
272777	hospital
273752	request
274366	hospital
460378	British English
279286	OK
279286	request
289837	OK
303761	OK
304544	OK
304902	OK
308935	request
312170	OK
313373	OK
314852	OK
464150	familiar
465689	nonsense
321308	OK
321308	restaurant
321323	OK
321324	OK
78243	male
321441	request
321441	OK
75482	manga
321366	request
321412	request
321412	OK
321442	OK
67350	disease
321500	OK
321506	request
321506	OK
321526	request
321526	OK
321545	request
321599	OK
321638	OK
321815	OK
321846	OK
321849	OK
1279461	OK
321954	OK
321960	OK
321982	OK
322004	OK
322013	OK
322029	OK
322129	OK
322993	OK
323770	OK
323770	request
325156	OK
325901	request
325901	hotel
18370	proverb
405389	classical quotation
59232	OK
1277	OK
1284	OK
1287	OK
1290	OK
1296	OK
246017	OK
1333	OK
1348	OK
1373	OK
1395	OK
1398	OK
1435	OK
1442	OK
1451	OK
1452	OK
1480	proverb
1499	OK
1292798	irony
1531	OK
1538	OK
1540	OK
1563	OK
15019	sign
1578	OK
1594	OK
1605	OK
1613	XXX
1651	OK
1279563	OK
1673	at the table
1689	OK
1689	weather
1703	OK
1706	OK
1706	at the table
1759	OK
1763	OK
1766	OK
1775	proverb
1786	OK
1820	OK
1824	OK
1824	telephone
1825	telephone
1825	OK
1838	OK
1876	OK
1880	OK
1883	OK
1890	OK
1897	request
1897	OK
1900	OK
2007	OK
2032	OK
2037	OK
2066	OK
2067	OK
2079	OK
2089	OK
2089	idiom
2096	OK
2096	idiom
2101	OK
2101	idiom
2112	OK
2129	OK
2161	OK
2161	desire
2169	idiom
2198	OK
2198	proverb
2208	OK
2238	OK
2242	OK
2251	OK
2307	proverb
2309	OK
2328	proverb
2332	OK
2334	OK
2348	proverb
2357	OK
1116610	ambiguous
2393	OK
2398	OK
2398	invitation
2399	OK
2401	OK
399051	OK
399051	shopping
2423	restaurant
2423	OK
2453	OK
2453	opinion
2465	OK
2468	OK
2468	health
4724	OK
5999	OK
5999	health
6024	OK
6034	weather
6034	OK
6050	OK
6110	OK
6113	OK
6130	OK
6133	OK
6133	idiom
8390	OK
9585	OK
9594	OK
9905	OK
1211948	@change
15799	OK
15799	idiom
15825	OK
15859	OK
15872	OK
15896	OK
15904	OK
15909	OK
15913	OK
15926	OK
15926	sports
15926	baseball
15933	OK
15947	OK
15947	advice
15953	OK
15971	OK
16004	OK
16004	advice
16057	OK
16070	OK
16070	advice
16082	OK
16082	permission
16090	OK
16104	OK
16111	OK
16113	OK
16117	OK
16136	compliment
16136	OK
1268162	6 words
16161	OK
16161	advice
177312	OK
177312	advice
16171	OK
16171	compliment
16199	OK
405483	2nd Person Informal (Uyghur)
414309	subject explicit
16210	OK
16210	advice
16228	opinion
16228	OK
16230	compliment
16230	OK
16238	OK
16239	OK
177389	OK
405495	colloquial spelling
16246	OK
177397	OK
16248	OK
16248	school
413553	subject explicit
405501	OK
16255	OK
16256	OK
16259	OK
477019	OK
445023	OK
16275	OK
16278	OK
16307	OK
16307	idiom
16315	advice
16315	OK
16317	advice
16317	OK
16329	OK
16343	compliment
16343	OK
405515	2nd Person Informal (Uyghur)
413062	formal
16345	OK
412028	subject explicit
16353	OK
16359	advice
16359	OK
16380	health
16380	OK
16391	OK
16400	OK
16405	OK
16405	permission
16407	OK
16410	OK
16420	OK
33771	OK
16433	advice
16433	OK
16455	OK
16465	OK
16465	frequency
16466	OK
16466	duration
16469	OK
16471	OK
16481	OK
16481	permission
392144	OK
177652	OK
177652	sports
16513	advice
16513	OK
16542	idiom
16542	OK
16543	OK
16544	OK
16567	OK
16559	OK
177711	OK
177712	OK
405518	OK
16581	OK
16584	advice
16584	OK
16590	OK
16624	advice
16624	OK
16630	OK
16637	OK
16637	idiom
16640	permission
16687	permission
16687	OK
414130	translated lyrics
177835	OK
405519	OK
405519	permission
16699	OK
16717	OK
16717	advice
405520	advice
405520	OK
16790	OK
16800	OK
16808	OK
16831	OK
16849	OK
16857	OK
16859	OK
16859	request
16872	OK
16872	compliment
16883	OK
16905	OK
16905	school
16908	OK
16908	location
22057	non-sentence
16926	OK
16930	OK
16937	OK
16955	OK
562286	Belge
16967	OK
16994	OK
16994	idiom
17013	OK
17013	request
286529	American English
17051	OK
17051	compliment
17057	OK
17073	OK
17074	OK
17078	OK
17078	request
17088	OK
17088	permission
17089	OK
17089	desire
17096	OK
17096	permission
17102	OK
17102	comparison
17101	OK
17101	comparison
17107	OK
17122	OK
17122	comparison
17145	OK
17150	OK
1270627	voseo
17168	request
17198	OK
17202	OK
17202	idiom
17241	OK
17258	OK
17258	comparison
17260	OK
17260	request
1281759	complex sentence
17298	OK
17298	permission
405530	OK
405530	permission
17311	OK
17311	compliment
17319	OK
17319	comparison
17344	OK
17344	idiom
17354	OK
17354	permission
17355	OK
17355	comparison
17362	OK
17363	OK
17363	compliment
17365	OK
17376	OK
17389	OK
17390	OK
17401	OK
17403	OK
17408	OK
17411	OK
17412	OK
17420	OK
17420	comparison
17423	OK
17423	opinion
17430	OK
405571	OK
17453	OK
17456	OK
17462	OK
17470	OK
17470	offer
17462	offer
17473	OK
17473	request
17475	OK
17475	desire
17479	greeting
17479	OK
17493	OK
17493	request
17494	OK
17514	OK
17514	desire
17514	request
17519	OK
17525	OK
17525	request
17539	OK
17540	OK
17545	OK
17548	OK
17549	OK
17555	OK
17557	OK
17559	OK
17559	offer
17560	OK
17560	offer
17561	OK
17561	offer
17562	OK
17562	offer
17567	OK
17572	OK
42533	idiom
17588	OK
17640	OK
17608	OK
17641	OK
17641	obligation
17662	OK
17662	opinion
17665	OK
17665	comparison
17704	OK
17704	regret
336509	insane
17706	OK
460038	proverb
17764	OK
17764	request
17795	OK
17795	opinion
17797	OK
17901	OK
17999	OK
1281830	complex sentence
1281756	complex sentence
18072	OK
18092	OK
18092	request
18097	OK
18097	request
18099	OK
18112	OK
18112	shopping
18117	OK
400052	quote
18127	OK
18135	OK
18157	proverb
70676	offer
18185	OK
18185	offer
18286	OK
18286	weather
18288	OK
18288	weather
405596	proverb
434550	OK
434550	hotel
18344	OK
18344	weather
18343	OK
18343	weather
18354	OK
18354	hotel
18364	health
18364	OK
18364	idiom
18367	OK
18386	OK
459050	by Georges Brassens
459852	spoken
454822	technics
18406	OK
18406	request
18415	OK
18422	OK
405615	proverb
18428	OK
18433	OK
18434	OK
18434	location
18441	OK
18441	request
18452	OK
459831	Belge
18478	OK
1281718	11 to 13 words
18531	OK
18531	desire
18555	OK
18555	regret
18570	proverb
18574	proverb
18579	OK
18579	comparison
18583	OK
18583	comparison
1186298	OK
1186313	OK
18609	OK
18613	OK
18615	OK
18635	OK
18679	OK
18679	health
18711	OK
18733	location
18718	OK
18718	weather
18739	location
18778	OK
18778	business
18816	OK
18816	advice
54908	less than 8 words
18867	hospital
18929	OK
18994	OK
18994	location
19042	desire
305514	OK
305514	less than 8 words
19143	OK
19157	OK
19157	weather
19161	OK
19161	request
19165	OK
19165	request
413342	formal
19225	OK
19225	weather
19304	OK
19310	OK
19409	OK
19409	health
19433	OK
19455	OK
19458	OK
19508	archaic
19512	OK
19549	proverb
19541	restaurant
1266522	@Needs Native Check
19566	OK
19566	request
19574	lyric
19591	OK
19591	necessity
19620	health
459819	extra-long sentence
19650	OK
19655	OK
19658	OK
19664	OK
19670	OK
19672	OK
19674	OK
19686	archaic
19687	OK
19687	request
19693	OK
19695	OK
19714	OK
19714	obligation
19736	OK
19760	OK
19776	OK
19776	invitation
19776	suggestion
19794	OK
19805	OK
19808	OK
19823	OK
19823	permission
19831	OK
19852	poetic
459819	by Edward Gibbon
19901	OK
19901	location
462670	proverb
19953	health
19953	OK
19993	OK
1196393	compound sentence
1196393	16 words
20037	OK
20045	OK
20094	proverb
20116	OK
20133	OK
20133	greeting
20209	OK
20215	OK
20215	opinion
20215	health
20225	OK
20225	obligation
19409	SVOC
422327	proverb
20259	OK
20305	OK
20305	necessity
20307	OK
20307	health
409842	familiar
20315	OK
20315	sympathy
20317	sympathy
20318	sympathy
20319	weather
20334	OK
20334	request
20334	set phrase
20351	weather
20352	weather
20367	idiom
20367	OK
20370	OK
20370	warning
20373	OK
20373	warning
20374	warning
20383	proverb
436717	OK
20406	OK
20406	request
20437	OK
20452	OK
20452	request
20461	OK
20461	travel
20476	OK
20533	OK
323958	SV
20561	OK
20590	OK
20604	OK
20604	advice
20658	OK
20658	offer
20663	OK
20675	OK
20707	proverb
20712	OK
20724	OK
20743	OK
20782	OK
20782	warning
20812	OK
20836	OK
20848	OK
20854	OK
20854	telephone
67268	OK
245250	OK
20858	OK
20858	advice
20859	apology
20868	proverb
20893	OK
20893	weather
422323	proverb
20917	OK
20924	OK
20924	travel
20930	OK
20930	travel
20935	sports
20935	baseball
20960	OK
21055	OK
21055	hospital
21078	advice
21078	OK
21099	OK
21099	request
21104	OK
21104	request
21104	restaurant
21186	OK
21186	request
21189	health
21189	OK
21189	dentist
21226	OK
21226	permission
76406	in a café
21231	proverb
21245	OK
21245	request
21260	OK
21263	proverb
409920	question and answer
21276	OK
21279	OK
21281	OK
21284	OK
21285	OK
21289	parting
21304	OK
21304	parting
422312	proverb
21394	OK
21406	OK
21456	OK
21503	OK
21510	OK
21523	OK
21531	OK
21582	OK
21595	OK
21647	proverb
21771	OK
21771	request
21838	health
21838	shopping
21849	advice
21850	advice
21854	OK
21938	OK
21938	desire
444754	OK
21979	OK
21979	weather
21987	OK
21987	request
22015	OK
22015	request
22015	restaurant
22017	OK
22017	permission
422313	proverb
22057	sign
246017	request
22058	OK
22071	OK
22077	OK
22078	idiom
22084	OK
22089	OK
22089	ignorance
22105	OK
22115	OK
22115	parting
22133	OK
22175	OK
22175	directions
22177	OK
421417	said to female
22183	OK
22213	OK
186516	proverb
22283	OK
22306	OK
22322	OK
22322	request
22322	idiom
22339	OK
22339	invitation
22364	OK
22364	request
299427	idiom
22424	OK
22429	OK
22443	OK
22445	OK
22445	duration
22462	OK
22462	restaurant
22479	OK
1232277	Tom ne scias la diferencon
1283553	literal translation
22498	OK
22498	frequency
22502	OK
22502	location
22523	OK
22523	apology
22534	OK
22534	ability
22549	OK
484553	children's game
19992	proverb
254324	OK
405673	article title
391899	PG
204926	furigana mistake
460639	American English Spelling
457098	idiom
22559	proverb
22567	OK
22569	OK
22570	OK
22571	OK
22573	OK
22632	OK
22632	advice
22638	weather
22638	OK
22645	OK
22645	duration
22774	OK
22796	OK
22798	OK
22808	OK
22817	OK
22898	OK
22945	OK
22946	OK
22960	OK
22989	OK
22997	OK
22998	OK
23013	OK
23025	OK
23088	OK
23095	OK
23139	OK
23210	OK
23282	OK
23294	OK
23302	OK
23302	advice
62906	British English
23522	OK
406254	2nd Person
23623	OK
23623	advice
23628	OK
23628	advice
497786	2nd Person
23652	translated-proverb
23665	OK
23665	travel
23668	OK
23668	travel
23672	OK
23672	request
23683	OK
23683	travel
23692	OK
23742	request
23760	OK
23779	OK
423565	proverb
23784	OK
23784	weather
23784	duration
23793	OK
23795	translated-proverb
23858	OK
23858	request
23861	idiom
23906	translated-proverb
23919	OK
23932	OK
23932	offer
23933	OK
23933	offer
23935	OK
23935	offer
23936	OK
23936	offer
23942	OK
24038	proverb
24049	OK
4253	idiom
24148	OK
1284143	less than 8 words
2377	idiom
24246	OK
24247	OK
24257	OK
24257	offer
24261	OK
24261	preference
24262	OK
24262	preference
24276	OK
24304	OK
24309	OK
24438	OK
24454	OK
24454	directions
24454	travel
24460	OK
24474	OK
24477	OK
24477	duration
24474	duration
24505	OK
24505	restaurant
24512	OK
24534	OK
24534	ignorance
24537	OK
24546	OK
24555	OK
24555	weather
24558	OK
24562	OK
24562	hotel
24565	OK
24568	OK
24568	travel
24571	OK
24572	OK
24574	OK
24575	OK
24575	sports
24579	OK
24580	OK
24581	OK
24586	OK
24586	hotel
24587	OK
24587	hotel
24590	OK
24601	OK
24601	travel
24603	OK
24604	OK
515073	said to female
24646	OK
75030	male
24655	OK
405410	said to male
1196552	17 to 20 words
24686	OK
24694	OK
24694	set phrase
436541	OK
459626	Brussels French
24714	OK
24714	restaurant
24714	at the table
457094	said to female
61908	OK
24758	OK
24758	request
24759	OK
24764	OK
24764	complaint
24765	restaurant
24765	at the table
24849	OK
24849	preference
24890	OK
24890	ignorance
24954	OK
24954	complaint
24965	OK
24965	offer
24967	OK
24967	offer
25000	OK
25000	intention
25006	OK
25012	OK
25012	offer
25013	OK
25013	desire
25020	desire
25020	OK
25023	OK
25023	health
25023	hospital
25048	OK
25048	request
25049	desire
25049	OK
25057	offer
25057	OK
25060	desire
25060	request
25060	OK
25070	request
25070	OK
25071	request
25072	desire
25074	request
25075	request
25075	OK
25078	request
25078	desire
25078	OK
25090	request
25090	OK
25091	OK
25091	request
25098	OK
25117	OK
25151	OK
25155	OK
25167	OK
25181	OK
25184	OK
25184	request
25185	OK
25185	request
25190	OK
25190	request
25192	OK
25192	request
25192	desire
25194	OK
25194	desire
25194	request
25196	OK
25196	offer
25196	restaurant
25200	OK
25200	sympathy
25220	OK
25236	OK
25236	sports
25266	OK
25266	offer
25286	OK
25286	request
436103	OK
436103	offer
436103	sympathy
25314	OK
25320	OK
25320	dentist
25351	health
25356	weather
25405	invitation
25405	OK
25496	idiom
25505	location
25510	duration
25510	OK
25513	OK
25516	OK
25538	OK
25684	OK
25684	travel
25685	OK
25685	travel
25689	OK
25705	OK
25730	OK
25730	at the table
25730	request
25733	OK
25733	at the table
25733	request
25734	OK
25734	at the table
25734	request
25735	OK
25735	request
25735	at the table
25737	OK
25737	at the table
25737	request
25740	OK
25740	at the table
25740	request
25741	OK
25741	request
25741	at the table
25742	OK
25742	at the table
25742	request
25744	OK
25744	at the table
25744	request
25755	OK
25755	at the table
25755	request
25765	OK
25772	OK
25772	request
25779	OK
25779	comparison
25788	OK
25788	offer
25792	OK
25792	offer
25884	OK
25884	health
25891	OK
25891	health
25895	OK
25895	request
25901	proverb
25907	OK
25907	request
25927	OK
25982	OK
25982	duration
25995	OK
25995	location
446343	6 words
446343	less than 8 words
26050	OK
26050	location
26051	OK
26051	location
26093	OK
26093	request
26211	OK
26229	OK
26324	OK
26382	OK
26382	desire
26394	OK
26394	desire
26397	OK
26397	desire
26401	OK
26401	weather
26402	OK
26402	weather
26409	OK
26409	invitation
26412	OK
26412	desire
1281748	complex sentence
1282062	compound-complex
26437	OK
26437	location
26442	OK
26442	invitation
26444	OK
26445	OK
26445	invitation
26457	OK
26465	OK
53826	comparison
26542	health
26555	health
26555	OK
26572	OK
607484	by Iwano Homei
26573	OK
26573	police
26573	rent-a-car
26592	OK
26592	advice
26614	OK
26614	advice
33857	introduction
240680	offer
189488	OK
26650	OK
26674	OK
26674	weather
26683	weather
26688	OK
26688	weather
26688	duration
26696	OK
26696	weather
26697	OK
26697	weather
26697	duration
26703	OK
26703	weather
26703	duration
26712	OK
26712	weather
514993	less than 8 words
1292436	school
1292436	complex sentence
26715	OK
26715	weather
26715	duration
26729	OK
26729	weather
26735	weather
26765	OK
26765	request
26765	weather
26769	OK
26769	weather
26786	OK
26786	weather
26824	OK
26824	weather
26831	OK
26831	weather
26831	desire
26838	OK
26838	suggestion
26838	weather
26846	proverb
26849	OK
26849	weather
26895	OK
26895	weather
26905	OK
26905	weather
26905	possibility
26908	OK
26908	weather
26930	OK
26930	location
26930	weather
26951	OK
26951	weather
26951	location
26971	OK
26971	desire
26971	weather
26997	OK
26997	weather
26997	suggestion
27004	OK
27004	weather
27004	duration
27046	OK
27046	ability
27046	hospital
27048	OK
27048	hospital
27048	ability
644093	weather
1275358	OK
27060	dentist
27064	hospital
27064	OK
27068	request
27074	OK
27074	directions
27076	request
27076	hospital
27098	OK
27098	offer
27107	OK
27107	offer
27099	bar
27108	OK
27108	offer
27110	OK
27110	offer
27151	OK
27088	proverb
27153	OK
27153	travel
189933	proverb
27153	request
27170	location
27180	request
23105	quote
456157	OK
456157	romance
27198	OK
27195	romance
27198	request
27229	OK
27229	opinion
27259	OK
27259	directions
1196418	-u
1196418	simple sentence
27371	OK
27371	desire
27375	OK
27375	offer
27377	OK
27377	offer
27377	bar
27375	bar
27378	OK
27378	offer
27378	bar
27408	OK
27408	weather
27408	duration
27409	OK
27409	weather
27409	duration
27418	OK
27418	ability
27430	travel
27467	OK
27475	OK
27475	advice
27653	OK
27653	desire
27654	OK
27657	OK
27657	ability
27660	OK
27683	OK
27683	permission
27686	OK
27686	invitation
27693	OK
27693	invitation
27696	restaurant
27696	bar
27718	OK
27718	duration
27721	OK
27721	duration
27722	OK
27722	weather
27722	duration
27730	OK
27730	duration
37926	offer
27746	OK
27747	OK
27747	weather
27750	OK
27794	OK
27794	request
27796	OK
27796	permission
27796	at the table
260203	OK
27808	OK
27829	OK
27829	desire
27831	OK
27831	invitation
27869	OK
27869	request
27890	OK
27890	hospital
1196430	less than 8 words
1288743	-as -as
27897	OK
27897	request
27899	OK
27899	request
28036	OK
28038	OK
28038	advice
409083	2nd Person
405713	2nd Person Informal (Uyghur)
401209	subject explicit
190878	OK
405716	OK
405716	advice
28040	OK
28044	OK
28044	advice
28045	OK
28045	hospital
28045	request
28052	OK
28052	advice
405719	2nd Person Informal (Uyghur)
410886	subject explicit
406165	plural
28061	OK
28061	advice
28063	OK
28066	OK
28066	advice
28075	OK
989199	OK
1284434	OK
28128	advice
28185	OK
28185	location
28301	OK
28316	OK
28369	OK
28379	OK
28396	OK
28396	request
28454	OK
28454	advice
28457	OK
28457	advice
28487	OK
28487	advice
28501	OK
427942	to 2nd sing informal
28546	weather
28548	weather
28662	apology
28666	apology
385270	verb_of_motion
28667	health
28718	proverb
28796	advice
28797	OK
28912	OK
28912	regret
28914	OK
28914	health
28924	OK
28924	location
28927	OK
28932	OK
28945	OK
28947	OK
28949	OK
28958	OK
28958	frequency
28972	OK
28972	desire
